
*** Output file for diagnostics after 20 coupled iterations ***

*** PHOTOCHEMICAL MODEL output

 Ozone column depth =  3.4766E+18 cm^-2

 Results sorted by Lower Boundary Condition

  Species with fixed surface FLUX
      Specified flux   Calculated flux    calc/spec      TL
 H2        -3.32E+09    -3.32E+09          1.00E+00    4.09E+10
 CH4        1.31E+11     1.31E+11          1.00E+00    1.30E+11
 CO         2.30E+11     2.30E+11          1.00E+00    3.31E+11
 N2O        6.75E+08     6.75E+08          1.00E+00    6.74E+08
 CH3CL      3.31E+08     3.31E+08          1.00E+00    3.30E+08
 
  Species with fixed VELOCITY DEPOSITION
               TL         TP         TL/TP
 H2CO       1.05E+11    1.07E+11    9.74E-01
 O          5.04E+14    5.04E+14    1.00E+00
 OH         1.42E+12    1.42E+12    1.00E+00
 HO2        1.35E+12    1.35E+12    1.00E+00
 H2O2       3.90E+10    4.21E+10    9.27E-01
 O3         5.02E+14    5.02E+14    1.00E+00
 H          1.19E+12    1.19E+12    1.00E+00
 CH3OOH     4.24E+10    4.62E+10    9.18E-01
 CH3O2      1.37E+11    1.37E+11    9.99E-01
 NO         1.97E+12    1.97E+12    1.00E+00
 NO2        2.28E+12    2.28E+12    1.00E+00
 HNO2       8.00E+07    8.00E+07    1.00E+00
 HNO3       5.05E+09    6.52E+09    7.74E-01
 HO2NO2     2.83E+11    2.83E+11    1.00E+00
 NO3        2.90E+10    2.90E+10    1.00E+00
 N2O5       3.08E+09    3.08E+09    1.00E+00
 CL2O2      8.51E+06    8.51E+06    1.00E+00
 HOCL       1.03E+10    1.03E+10    1.00E+00
 CL         1.03E+12    1.03E+12    1.00E+00
 CLO        3.24E+11    3.24E+11    1.00E+00
 HCL        9.08E+09    9.15E+09    9.92E-01
 CLONO2     8.69E+08    8.69E+08    9.99E-01
 H2S        2.24E+08    3.34E+08    6.71E-01
 HS         2.24E+08    2.24E+08    1.00E+00
 SO         2.24E+08    2.24E+08    1.00E+00
 SO2        7.16E+10    7.32E+10    9.77E-01
 H2SO4      8.39E+07    8.44E+07    9.95E-01
 HSO        1.30E+08    1.48E+08    8.77E-01
 SO4AER     8.14E+07    8.23E+07    9.89E-01

*** CLIMATE MODEL output

   Selected temperatures for diagnostic
 Layer    T_Ncoup-1       T_Ncoup       (T_n-1)-(T_n)     DIVF_Nstep
 100      3.0018E+02      3.0019E+02      1.8524E-03     -4.4140E+00
  99      2.9842E+02      2.9842E+02      1.9050E-03     -2.0797E+00
  Last convective layer 
  85      2.3701E+02      2.3702E+02      6.4727E-03     -1.5515E-02
  At the cold trap 
  73      2.1471E+02      2.1473E+02      2.1050E-02     -3.4246E-04
   2      1.7427E+02      1.5627E+02      1.8008E+01     -5.9138E-06
   1      1.6968E+02      1.5168E+02      1.7992E+01     -1.6130E-07

  ** PARAMETERS OF THE ATMOSPHERE AT STEADY STATE **


 Factor for stellar flux =     1.0000


 Ozone column depth =  3.4766E+18 cm^-2

   *** Surface fluxes (cm^-2 s^-1) ***

     H2         CH4        CO         N2O        CH3CL 
 -3.324E+09  1.310E+11  2.300E+11  6.750E+08  3.310E+08

   *** Mixing ratios ***

 Z (km) P(dyn/cm^2)   H2O       H2        CH4       CO        N2O       CH3CL   
  0.34   9.741E+05 2.469E-02 4.295E-05 1.293E-04 6.486E-06 8.651E-07 4.589E-08
  1.02   9.010E+05 2.111E-02 4.295E-05 1.293E-04 6.480E-06 8.651E-07 4.588E-08
  1.70   8.327E+05 1.795E-02 4.295E-05 1.293E-04 6.473E-06 8.651E-07 4.587E-08
  2.38   7.691E+05 1.511E-02 4.295E-05 1.293E-04 6.466E-06 8.651E-07 4.586E-08
  3.06   7.099E+05 1.255E-02 4.295E-05 1.293E-04 6.459E-06 8.650E-07 4.585E-08
  3.74   6.547E+05 1.036E-02 4.295E-05 1.293E-04 6.452E-06 8.650E-07 4.584E-08
  4.42   6.033E+05 8.499E-03 4.295E-05 1.292E-04 6.445E-06 8.650E-07 4.583E-08
  5.10   5.554E+05 6.894E-03 4.295E-05 1.292E-04 6.438E-06 8.650E-07 4.582E-08
  5.78   5.109E+05 5.499E-03 4.295E-05 1.292E-04 6.431E-06 8.649E-07 4.581E-08
  6.46   4.695E+05 4.234E-03 4.295E-05 1.292E-04 6.423E-06 8.649E-07 4.580E-08
  7.14   4.310E+05 3.226E-03 4.295E-05 1.292E-04 6.416E-06 8.648E-07 4.580E-08
  7.82   3.952E+05 2.406E-03 4.295E-05 1.292E-04 6.409E-06 8.648E-07 4.579E-08
  8.50   3.621E+05 1.742E-03 4.295E-05 1.292E-04 6.403E-06 8.648E-07 4.578E-08
  9.18   3.312E+05 1.218E-03 4.296E-05 1.292E-04 6.396E-06 8.647E-07 4.577E-08
  9.86   3.026E+05 8.147E-04 4.296E-05 1.292E-04 6.389E-06 8.647E-07 4.576E-08
 10.54   2.761E+05 5.131E-04 4.296E-05 1.292E-04 6.383E-06 8.646E-07 4.575E-08
 11.22   2.514E+05 3.042E-04 4.296E-05 1.292E-04 6.377E-06 8.645E-07 4.575E-08
 11.90   2.284E+05 1.688E-04 4.296E-05 1.292E-04 6.371E-06 8.645E-07 4.574E-08
 12.58   2.071E+05 8.745E-05 4.296E-05 1.292E-04 6.365E-06 8.644E-07 4.573E-08
 13.26   1.874E+05 5.337E-05 4.296E-05 1.292E-04 6.359E-06 8.643E-07 4.572E-08
 13.94   1.693E+05 4.053E-05 4.296E-05 1.292E-04 6.352E-06 8.643E-07 4.571E-08
 14.62   1.528E+05 3.321E-05 4.296E-05 1.292E-04 6.345E-06 8.642E-07 4.571E-08
 15.30   1.379E+05 2.728E-05 4.296E-05 1.292E-04 6.338E-06 8.641E-07 4.570E-08
 15.98   1.243E+05 2.343E-05 4.296E-05 1.292E-04 6.330E-06 8.640E-07 4.569E-08
 16.66   1.120E+05 2.156E-05 4.296E-05 1.292E-04 6.322E-06 8.638E-07 4.567E-08
 17.34   1.008E+05 2.031E-05 4.296E-05 1.292E-04 6.314E-06 8.637E-07 4.566E-08
 18.02   9.074E+04 1.903E-05 4.295E-05 1.292E-04 6.304E-06 8.636E-07 4.565E-08
 18.70   8.161E+04 1.807E-05 4.295E-05 1.291E-04 6.294E-06 8.634E-07 4.563E-08
 19.38   7.336E+04 1.752E-05 4.295E-05 1.291E-04 6.281E-06 8.632E-07 4.561E-08
 20.06   6.591E+04 1.755E-05 4.295E-05 1.291E-04 6.263E-06 8.628E-07 4.558E-08
 20.74   5.919E+04 1.759E-05 4.295E-05 1.291E-04 6.239E-06 8.624E-07 4.554E-08
 21.42   5.313E+04 1.765E-05 4.295E-05 1.290E-04 6.207E-06 8.617E-07 4.548E-08
 22.10   4.769E+04 1.774E-05 4.295E-05 1.290E-04 6.163E-06 8.608E-07 4.540E-08
 22.78   4.279E+04 1.789E-05 4.295E-05 1.289E-04 6.093E-06 8.594E-07 4.528E-08
 23.46   3.840E+04 1.809E-05 4.294E-05 1.288E-04 6.001E-06 8.573E-07 4.510E-08
 24.14   3.445E+04 1.834E-05 4.293E-05 1.287E-04 5.889E-06 8.547E-07 4.488E-08
 24.82   3.091E+04 1.873E-05 4.292E-05 1.284E-04 5.725E-06 8.507E-07 4.454E-08
 25.50   2.775E+04 1.925E-05 4.291E-05 1.281E-04 5.519E-06 8.455E-07 4.410E-08
 26.18   2.491E+04 1.989E-05 4.289E-05 1.278E-04 5.281E-06 8.390E-07 4.356E-08
 26.86   2.236E+04 2.072E-05 4.286E-05 1.273E-04 4.994E-06 8.306E-07 4.287E-08
 27.54   2.009E+04 2.173E-05 4.283E-05 1.267E-04 4.673E-06 8.205E-07 4.204E-08
 28.22   1.804E+04 2.296E-05 4.279E-05 1.260E-04 4.312E-06 8.082E-07 4.105E-08
 28.90   1.621E+04 2.444E-05 4.273E-05 1.252E-04 3.922E-06 7.936E-07 3.989E-08
